price,title,price,product_id,region,title,price,product_id,region,title,price,product_id,region,title,price,product_id,region,title,price,product_id,region
887,HP H2300 In the Ear Headset Black & Red,975.0,9318927,1,Anjalimix Smarty Plus 200 W Hand Blender,975.0,9300302,1,Nova NSG 2440 Sandwich Maker,975.0,9304199,1,Skullcandy S4CHGZ-318 In the Ear Headphone Black Red,1089.0,9320099,1,Philips SHL3095BK/94 Monitoring Headphones with Mic Black,998.0,9316682,1
